cnpjCoordenadorLider,cnpjEmissor,data,idRequerimento,nomeCoordenadorLider,nomeEmissor,nomeTipoRequerimento,nomeValorMobiliario,numeroProcesso,numeroProtocolo,numeroRegistro,possuiBook,razaoSocialFundoAssociado,registroAutomatico,statusDaOferta,tipoDeOferta,totalRegistros,valorTotalEmReais,vasoComunicante
39.669.186/0001-01,57.658.801/0001-66,15/04/2026,25940,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,SARFATY INSURED CREDIT  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE  LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/1170/2026,1170/2026,CVM/SRE/AUT/FDC/PRI/2026/579,False,SARFATY INSURED CREDIT  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE  LIMITADA,True,Registro Concedido,PRIMARIA,413,"20.000.000,0000",False
39.669.186/0001-01,57.658.801/0001-66,15/04/2026,25942,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,SARFATY INSURED CREDIT  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE  LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/1169/2026,1169/2026,CVM/SRE/AUT/FDC/PRI/2026/578,False,SARFATY INSURED CREDIT  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE  LIMITADA,True,Registro Concedido,PRIMARIA,413,"100.000.000,0000",False
02.671.743/0001-19,34.475.959/0001-03,15/04/2026,25921,BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,PACIFIC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/1168/2026,1168/2026,CVM/SRE/AUT/FDC/PRI/2026/577,False,PACIFIC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,413,"30.000.000,0000",False
02.671.743/0001-19,34.475.959/0001-03,15/04/2026,25919,BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,PACIFIC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/1167/2026,1167/2026,CVM/SRE/AUT/FDC/PRI/2026/576,False,PACIFIC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,413,"15.000.000,0000",False
62.285.390/0001-40,36.703.167/0001-66,15/04/2026,25937,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,YAALEH FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/1166/2026,1166/2026,CVM/SRE/AUT/FDC/PRI/2026/575,False,YAALEH FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,413,"35.000.000,0000",False
62.285.390/0001-40,36.703.167/0001-66,15/04/2026,25936,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,YAALEH FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/1165/2026,1165/2026,CVM/SRE/AUT/FDC/PRI/2026/574,False,YAALEH FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,413,"2.500.000,0000",False
62.285.390/0001-40,36.703.167/0001-66,15/04/2026,25935,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,YAALEH FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/1164/2026,1164/2026,CVM/SRE/AUT/FDC/PRI/2026/573,False,YAALEH FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,413,"7.500.000,0000",False
62.285.390/0001-40,36.703.167/0001-66,15/04/2026,25934,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,YAALEH FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/1163/2026,1163/2026,CVM/SRE/AUT/FDC/PRI/2026/572,False,YAALEH FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,413,"2.500.000,0000",False
06.271.464/0001-19,13.574.594/0001-96,15/04/2026,25941,BANCO BRADESCO BBI S.A.,ZAMP S.A.,OPD Aut Profissional - com bookbuilding,Debêntures,SRE/1162/2026,1162/2026,,False,,True,Aguardando Bookbuilding,PRIMARIA,413,"500.000.000,0000",False
08.769.451/0001-08,08.769.451/0001-08,15/04/2026,25930,RIZA SECURITIZADORA S.A.,RIZA SECURITIZADORA S.A.,OPD Aut Profissional - sem bookbuilding,Certificados de Recebíveis Imobiliários,SRE/1161/2026,1161/2026,CVM/SRE/AUT/CRI/PRI/2026/212,False,,True,Registro Concedido,PRIMARIA,413,"11.000.000,0000",False
04.845.753/0001-59,07.019.752/0001-43,14/04/2026,25939,ITAU BBA ASSESSORIA FINANCEIRA S.A,BAUMGART PARTICIPACOES S/A,OPD Aut Profissional - sem bookbuilding - Emissor Não Registrado,Notas Comerciais,SRE/1160/2026,1160/2026,CVM/SRE/AUT/NOC/PRI/2026/071,False,,True,Registro Concedido,PRIMARIA,413,"1.000.000,0000",False
04.845.753/0001-59,35.637.796/0001-72,14/04/2026,25933,ITAU BBA ASSESSORIA FINANCEIRA S.A,LINS AGROINDUSTRIAL S.A.,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Debêntures,SRE/1159/2026,1159/2026,,False,,True,Aguardando Bookbuilding,PRIMARIA,413,"150.000.000,0000",False
59.281.253/0001-23,66.151.388/0001-30,14/04/2026,25895,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,BTG PACTUAL ARES INFRA FUNDO DE INVESTIMENTO EM PARTICIPACOES EM INFRAESTRUTURA RESPONSABILIDADE,OPD Aut Público em Geral ou Qualificado - sem bookbuilding,Cotas de FIP,SRE/1158/2026,1158/2026,CVM/SRE/AUT/FIP/PRI/2026/091,False,BTG PACTUAL ARES INFRA FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA RESPONSABILIDADE,True,Registro Concedido,PRIMARIA,413,"400.000.000,0000",False
02.332.886/0001-04,01.891.441/0001-93,14/04/2026,25711,XP INVESTIMENTOS CCTVM S.A.,TRANSPORTADORA BRASILEIRA GASODUTO BOLIVIA-BRASIL S/A,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Debêntures,SRE/0953/2026,953/2026,CVM/SRE/AUT/DEB/PRI/2026/201,True,,True,Oferta Encerrada,PRIMARIA,413,"300.000.000,0000",False
58.160.789/0001-28,25.005.683/0001-09,14/04/2026,25938,BANCO SAFRA S/A,VERT COMPANHIA SECURITIZADORA,OPD Aut Profissional - sem bookbuilding,Certificados de Recebíveis Imobiliários,SRE/1157/2026,1157/2026,CVM/SRE/AUT/CRI/PRI/2026/211,False,,True,Registro Concedido,PRIMARIA,413,"60.000.000,0000",False
59.281.253/0001-23,58.733.274/0001-70,14/04/2026,25924,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,SINGULAR LUTECE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DIREITOS CREDITÓRIOS,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/1156/2026,1156/2026,CVM/SRE/AUT/FDC/PRI/2026/571,False,SINGULAR LUTECE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DIREITOS CREDITÓRIOS,True,Registro Concedido,PRIMARIA,413,"25.000.000,0000",False
59.281.253/0001-23,66.198.676/0001-40,14/04/2026,25927,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,RIZA INFRA HEDGE FI FINANCEIRO EM COTAS DE FUNDOS INCENTIVADOS DE INVESTIMENTO EM INFRAESTRUTURA RF,OPD Aut Profissional - sem bookbuilding,Cotas de Fundos de Infra,SRE/1155/2026,1155/2026,CVM/SRE/AUT/FIN/PRI/2026/013,False,RIZA INFRA HEDGE FI FINANCEIRO EM COTAS DE FUNDOS INCENTIVADOS DE INVESTIMENTO EM INFRAESTRUTURA RF,True,Registro Concedido,PRIMARIA,413,"25.000.000,0000",False
92.236.777/0001-78,09.304.427/0001-58,14/04/2026,25866,PINE INVESTIMENTOS DTVM LTDA,HABITASEC SECURITIZADORA SA,OPD Aut Profissional - sem bookbuilding,Certificados de Recebíveis Imobiliários,SRE/1154/2026,1154/2026,CVM/SRE/AUT/CRI/PRI/2026/209,False,,True,Registro Concedido,PRIMARIA,413,"13.500.000,0000",False
62.232.889/0001-90,66.051.037/0001-57,14/04/2026,25923,BANCO DAYCOVAL S.A.,AZ QUEST INFRA EXCESS RETURN FUNDO DE INVESTIMENTO EM PARTICIPACOES EM INFRAESTRUTURA,OPD Aut Profissional - sem bookbuilding,Cotas de FIP,SRE/1153/2026,1153/2026,CVM/SRE/AUT/FIP/PRI/2026/090,False,AZ QUEST INFRA EXCESS RETURN FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA,True,Registro Concedido,PRIMARIA,413,"200.000.000,0000",False
39.669.186/0001-01,64.372.173/0001-13,14/04/2026,25918,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,SARFATY NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/1152/2026,1152/2026,CVM/SRE/AUT/FDC/PRI/2026/570,False,SARFATY NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,413,"30.000.000,0000",False
39.669.186/0001-01,64.372.173/0001-13,14/04/2026,25917,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,SARFATY NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/1151/2026,1151/2026,CVM/SRE/AUT/FDC/PRI/2026/569,False,SARFATY NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,413,"10.000.000,0000",False
39.669.186/0001-01,64.372.173/0001-13,14/04/2026,25906,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,SARFATY NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/1150/2026,1150/2026,CVM/SRE/AUT/FDC/PRI/2026/568,False,SARFATY NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,413,"20.000.000,0000",False
16.695.922/0001-09,57.506.211/0001-18,14/04/2026,25922,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,NOVA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  SERVIÇOS RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/1149/2026,1149/2026,CVM/SRE/AUT/FDC/PRI/2026/567,False,NOVA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  SERVIÇOS RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,413,"10.000.000,0000",False
62.232.889/0001-90,63.673.530/0001-10,14/04/2026,25920,BANCO DAYCOVAL S.A.,FIDC JUSTO FINANCEIRO RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/1147/2026,1148/2026,CVM/SRE/AUT/FDC/PRI/2026/564;CVM/SRE/AUT/FDC/PRI/2026/565;CVM/SRE/AUT/FDC/PRI/2026/566,False,FIDC JUSTO FINANCEIRO RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,413,"30.000.000,0000",False
59.281.253/0001-23,65.951.954/0001-25,14/04/2026,25914,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,FARM M V FUNDO DE INVEST NAS CADEIAS PRODUTIVAS DO AGRONEGÓCIO - FIAGRO RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIAGRO,SRE/1146/2026,1147/2026,CVM/SRE/AUT/FIA/PRI/2026/047,False,FARM M V FUNDO DE INVEST NAS CADEIAS PRODUTIVAS DO AGRONEGÓCIO - FIAGRO RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,413,"150.000.000,0000",False
59.281.253/0001-23,65.951.743/0001-92,14/04/2026,25912,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,FARM IV FUNDO DE INVEST NAS CADEIAS PRODUTIVAS DO AGRONEGÓCIO - FIAGRO RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIAGRO,SRE/1145/2026,1146/2026,CVM/SRE/AUT/FIA/PRI/2026/046,False,FARM IV FUNDO DE INVEST NAS CADEIAS PRODUTIVAS DO AGRONEGÓCIO - FIAGRO RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,413,"150.000.000,0000",False
18.313.996/0001-50,46.157.268/0001-32,14/04/2026,25900,TMF BRASIL SERVICOS DE ADMINISTRACAO DE FUNDOS LTDA,GCP I FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA - RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIP,SRE/1144/2026,1145/2026,CVM/SRE/AUT/FIP/PRI/2026/089,False,GCP I FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA - RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,413,"90.000.000,0200",False
57.375.598/0001-10,66.006.331/0001-47,14/04/2026,25905,ID SERVIÇOS FIDUCIÁRIOS LTDA,CLOUDBREAK FIP MULTIESTRATÉGIA IE - RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIP,SRE/1143/2026,1144/2026,CVM/SRE/AUT/FIP/PRI/2026/088,False,CLOUDBREAK FIP MULTIESTRATÉGIA IE - RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,413,"115.035.000,0000",False
48.415.978/0001-40,48.415.978/0001-40,13/04/2026,25913,LEVERAGE COMPANHIA SECURITIZADORA,LEVERAGE COMPANHIA SECURITIZADORA,OPD Aut Profissional - sem bookbuilding,Certificados de Recebíveis Imobiliários,SRE/1141/2026,1142/2026,CVM/SRE/AUT/CRI/PRI/2026/208,False,,True,Registro Concedido,PRIMARIA,413,"30.000.000,0000",False
06.271.464/0001-19,36.519.281/0001-30,13/04/2026,25915,BANCO BRADESCO BBI S.A.,UFV SOLATIO GD MANGA ENERGIA SOLAR S.A,OPD Aut Profissional - sem bookbuilding - Emissor Não Registrado,Notas Comerciais,SRE/1140/2026,1141/2026,CVM/SRE/AUT/NOC/PRI/2026/070,False,,True,Registro Concedido,PRIMARIA,413,"49.500.000,0000",False
13.486.793/0001-42,65.654.746/0001-64,13/04/2026,25911,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,CENTRAL REAL ESTATE II FEEDER I FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESP LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIF,SRE/1139/2026,1140/2026,CVM/SRE/AUT/FIF/PRI/2026/051,False,CENTRAL REAL ESTATE II FEEDER I FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESP LIMITADA,True,Registro Concedido,PRIMARIA,413,"50.000.000,0000",False
16.695.922/0001-09,58.019.792/0001-26,13/04/2026,25910,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,COTA REAL 7 FUNDO DE INVESTIMENTO IMOBILIÁRIO  RESPONSABILIDADE LIMITADA,OPD Aut Público em Geral ou Qualificado - sem bookbuilding,Cotas de FII,SRE/1138/2026,1139/2026,CVM/SRE/AUT/FII/PRI/2026/120,False,COTA REAL 7 FUNDO DE INVESTIMENTO IMOBILIÁRIO  RESPONSABILIDADE LIMITADA,True,Oferta Encerrada,PRIMARIA,413,"10.000.000,0000",False
28.650.236/0001-92,09.304.427/0001-58,13/04/2026,25712,GALAPAGOS CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A. - GLPG DTVM,HABITASEC SECURITIZADORA SA,OPD Aut Público em Geral ou Qualificado - com bookbuilding,Certificados de Recebíveis do Agronegócio,SRE/0955/2026,955/2026,CVM/SRE/AUT/CRA/PRI/2026/059,True,,True,Oferta Encerrada,PRIMARIA,413,"117.359.000,0000",False
09.304.427/0001-58,09.304.427/0001-58,13/04/2026,25904,HABITASEC SECURITIZADORA SA,HABITASEC SECURITIZADORA SA,OPD Aut Profissional - sem bookbuilding,Certificados de Recebíveis Imobiliários,SRE/1136/2026,1137/2026,CVM/SRE/AUT/CRI/PRI/2026/207,False,,True,Registro Concedido,PRIMARIA,413,"10.209.000,0000",False
62.331.228/0001-11,44.323.802/0001-08,13/04/2026,25903,DEUTSCHE BANK SA,VERDE TRANSMISSAO DE ENERGIA S.A.,OPD Aut Profissional - sem bookbuilding - Emissor Não Registrado,Notas Comerciais,SRE/1135/2026,1136/2026,CVM/SRE/AUT/NOC/PRI/2026/069,False,,True,Registro Concedido,PRIMARIA,413,"270.000.000,0000",False
59.281.253/0001-23,65.932.023/0001-80,13/04/2026,25902,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,TESOURARIA 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/1134/2026,1135/2026,CVM/SRE/AUT/FDC/PRI/2026/563,False,TESOURARIA 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,True,Registro Concedido,PRIMARIA,413,"50.000.000,0000",False
39.669.186/0001-01,07.727.757/0001-20,13/04/2026,25898,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/1133/2026,1134/2026,CVM/SRE/AUT/FDC/PRI/2026/562,False,EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,True,Registro Concedido,PRIMARIA,413,"20.000.000,0000",False
39.669.186/0001-01,62.135.468/0001-40,13/04/2026,25888,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,HOMMA CASH FUNDO DE INVESTIMENTO  EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/1132/2026,1133/2026,CVM/SRE/AUT/FDC/PRI/2026/561,False,HOMMA CASH FUNDO DE INVESTIMENTO  EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,413,"1.500.000,0000",False
39.669.186/0001-01,62.135.468/0001-40,13/04/2026,25886,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,HOMMA CASH FUNDO DE INVESTIMENTO  EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/1131/2026,1132/2026,CVM/SRE/AUT/FDC/PRI/2026/560,False,HOMMA CASH FUNDO DE INVESTIMENTO  EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,413,"1.500.000,0000",False
22.610.500/0001-88,66.057.868/0001-36,13/04/2026,25901,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,AMETISTA III FUNDO DE INVESTIMENTOS EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/1130/2026,1131/2026,CVM/SRE/AUT/FDC/PRI/2026/555;CVM/SRE/AUT/FDC/PRI/2026/556;CVM/SRE/AUT/FDC/PRI/2026/557;CVM/SRE/AUT/FDC/PRI/2026/558;CVM/SRE/AUT/FDC/PRI/2026/559,False,AMETISTA III FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,413,"548.000.000,0000",False
26.609.050/0001-64,26.609.050/0001-64,13/04/2026,25899,TRAVESSIA SECURITIZADORA S.A.,TRAVESSIA SECURITIZADORA S.A.,OPD Aut Profissional - sem bookbuilding,Certificados de Recebíveis do Agronegócio,SRE/1129/2026,1130/2026,CVM/SRE/AUT/CRA/PRI/2026/058,False,,True,Registro Concedido,PRIMARIA,413,"40.000.000,0000",False
13.220.493/0001-17,59.063.143/0001-95,13/04/2026,25892,BR PARTNERS BANCO DE INVESTIMENTO S.A.,GUARDIAN MULTI CONSIGNADO XIII FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LTDA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/1128/2026,1129/2026,CVM/SRE/AUT/FDC/PRI/2026/552;CVM/SRE/AUT/FDC/PRI/2026/553;CVM/SRE/AUT/FDC/PRI/2026/554,False,GUARDIAN MULTI CONSIGNADO XIII FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LTDA,True,Registro Concedido,PRIMARIA,413,"200.000.000,0000",False
13.673.855/0001-25,65.698.955/0001-00,13/04/2026,25897,OSLO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,TENTEO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/1127/2026,1128/2026,CVM/SRE/AUT/FDC/PRI/2026/551,False,TENTEO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,413,"3.000.000,0000",False
62.285.390/0001-40,42.154.687/0001-60,13/04/2026,25896,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,MULTIPLIKE PLUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,OPD Aut Público em Geral ou Qualificado - sem bookbuilding,Cotas de FIDC,SRE/1126/2026,1127/2026,CVM/SRE/AUT/FDC/PRI/2026/549;CVM/SRE/AUT/FDC/PRI/2026/550,False,MULTIPLIKE PLUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,True,Registro Concedido,PRIMARIA,413,"210.000.000,0000",False
60.746.948/0001-12,66.098.550/0001-01,13/04/2026,25887,BANCO BRADESCO S.A.,BRADESCO HIGH YIELD 4 FIF - CIC MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIF,SRE/1125/2026,1126/2026,CVM/SRE/AUT/FIF/PRI/2026/050,False,BRADESCO HIGH YIELD 4 FIF - CIC MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,413,"187.500.000,0000",False
39.669.186/0001-01,47.117.685/0001-14,13/04/2026,25883,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,SOLIS  KEDU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/1124/2026,1125/2026,CVM/SRE/AUT/FDC/PRI/2026/548,False,SOLIS  KEDU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,True,Registro Concedido,PRIMARIA,413,"61.000.000,0000",False
39.669.186/0001-01,47.117.685/0001-14,13/04/2026,25882,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,SOLIS  KEDU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/1123/2026,1124/2026,CVM/SRE/AUT/FDC/PRI/2026/547,False,SOLIS  KEDU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,True,Registro Concedido,PRIMARIA,413,"9.000.000,0000",False
46.482.072/0001-13,62.310.468/0001-30,10/04/2026,25835,BTG PACTUAL INVESTMENT BANKING LTDA.,MT INSS RECEIVABLES VI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/1122/2026,1123/2026,CVM/SRE/AUT/FDC/SEC/2026/002,False,MT INSS RECEIVABLES VI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,True,Registro Concedido,SECUNDARIA,413,"600.000.000,0000",False
16.695.922/0001-09,64.598.309/0001-08,10/04/2026,25893,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,CARUMBE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS  FEEDER RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/1121/2026,1122/2026,CVM/SRE/AUT/FDC/PRI/2026/546,False,CARUMBÉ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  FEEDER RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,413,"5.000.000,0000",False
16.695.922/0001-09,64.598.309/0001-08,10/04/2026,25894,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,CARUMBÉ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  FEEDER RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/1120/2026,1121/2026,CVM/SRE/AUT/FDC/PRI/2026/545,False,CARUMBÉ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  FEEDER RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,413,"10.000.000,0000",False
02.332.886/0001-04,10.753.164/0001-43,10/04/2026,25869,XP INVESTIMENTOS CCTVM S.A.,ECO. SEC. DTOS. CREDIT. AGRONEGÓCIOS S/A,OPD Aut Público em Geral ou Qualificado - com bookbuilding,Certificados de Recebíveis do Agronegócio,SRE/1119/2026,1120/2026,,False,,True,Aguardando Bookbuilding,PRIMARIA,413,"1.500.000.000,0000",True
