cnpjCoordenadorLider,cnpjEmissor,data,idRequerimento,nomeCoordenadorLider,nomeEmissor,nomeTipoRequerimento,nomeValorMobiliario,numeroProcesso,numeroProtocolo,numeroRegistro,possuiBook,razaoSocialFundoAssociado,registroAutomatico,statusDaOferta,tipoDeOferta,totalRegistros,valorTotalEmReais,vasoComunicante
26.609.050/0001-64,26.609.050/0001-64,02/04/2026,25803,TRAVESSIA SECURITIZADORA S.A.,TRAVESSIA SECURITIZADORA S.A.,OPD Aut Profissional - sem bookbuilding,Certificados de Recebíveis Imobiliários,SRE/1035/2026,1035/2026,CVM/SRE/AUT/CRI/PRI/2026/198,False,,True,Registro Concedido,PRIMARIA,1043,"6.000.000,0000",False
04.845.753/0001-59,57.816.252/0001-00,02/04/2026,25790,ITAU BBA ASSESSORIA FINANCEIRA S.A,NATURA PAY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO PESSOAL SOCIAL E IS RESP LTDA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/1033/2026,1033/2026,CVM/SRE/AUT/FDC/PRI/2026/502,False,NATURA PAY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO PESSOAL SOCIAL E IS RESP LTDA,True,Registro Concedido,PRIMARIA,1043,"160.000.000,0000",False
39.669.186/0001-01,19.187.295/0001-85,02/04/2026,25791,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,VECTOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  MULTISSETORIAL,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/1032/2026,1032/2026,CVM/SRE/AUT/FDC/PRI/2026/501,False,VECTOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  MULTISSETORIAL,True,Registro Concedido,PRIMARIA,1043,"20.000.000,0000",False
36.864.992/0001-42,48.887.679/0001-09,02/04/2026,25785,MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,DJF IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS - RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/1031/2026,1031/2026,CVM/SRE/AUT/FDC/PRI/2026/500,False,DJF IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS - RESPONSABILIDADE LIMITADA,True,Oferta Encerrada,PRIMARIA,1043,"105.480.741,1700",False
62.285.390/0001-40,57.074.997/0001-41,02/04/2026,25799,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,4 ILHAS CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/1028/2026,1028/2026,CVM/SRE/AUT/FDC/PRI/2026/499,False,4 ILHAS CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,True,Registro Concedido,PRIMARIA,1043,"3.000.000,0000",False
90.400.888/0001-42,02.773.542/0001-22,02/04/2026,25796,BANCO SANTANDER (BRASIL) S.A.,OPEA SECURITIZADORA S.A.,OPD Aut Profissional - com bookbuilding,Certificados de Recebíveis do Agronegócio,SRE/1026/2026,1026/2026,CVM/SRE/AUT/CRA/PRI/2026/054,True,,True,Oferta Encerrada,PRIMARIA,1043,"116.350.000,0000",False
22.610.500/0001-88,44.302.001/0001-66,02/04/2026,25793,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,CULTTIVO CRÉDITO AGRÍCOLA FIAGRO - DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIAGRO,SRE/1025/2026,1025/2026,CVM/SRE/AUT/FIA/PRI/2026/039;CVM/SRE/AUT/FIA/PRI/2026/040;CVM/SRE/AUT/FIA/PRI/2026/041,False,,True,Registro Concedido,PRIMARIA,1043,"77.000.000,0000",False
09.346.601/0001-25,04.833.541/0001-51,02/04/2026,25784,"B3 S.A. - BRASIL, BOLSA, BALCÃO - (Oferta sem intermediário - Regime FÁCIL)",SUPERLOGICA TECNOLOGIAS S.A.,OPD Aut Profissional - sem bookbuilding - Emissor Não Registrado,Notas Comerciais,SRE/1024/2026,1024/2026,CVM/SRE/AUT/NOC/PRI/2026/059,False,,True,Oferta Encerrada,PRIMARIA,1043,"21.000.000,0000",False
48.415.978/0001-40,48.415.978/0001-40,01/04/2026,25776,LEVERAGE COMPANHIA SECURITIZADORA,LEVERAGE COMPANHIA SECURITIZADORA,OPD Aut Profissional - com bookbuilding,Certificados de Recebíveis Imobiliários,SRE/1008/2026,1008/2026,CVM/SRE/AUT/CRI/PRI/2026/197,True,,True,Registro Concedido,PRIMARIA,1043,"120.000.000,0000",False
04.845.753/0001-59,02.773.542/0001-22,01/04/2026,25448,ITAU BBA ASSESSORIA FINANCEIRA S.A,OPEA SECURITIZADORA S.A.,OPD Aut Público em Geral ou Qualificado - com bookbuilding - EGEM ou EFRF,Certificados de Recebíveis Imobiliários,SRE/0701/2026,701/2026,CVM/SRE/AUT/CRI/PRI/2026/194;CVM/SRE/AUT/CRI/PRI/2026/195;CVM/SRE/AUT/CRI/PRI/2026/196,True,,True,Oferta Encerrada,PRIMARIA,1043,"1.000.000.000,0000",True
59.281.253/0001-23,65.905.982/0001-06,01/04/2026,25786,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,287 FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIP,SRE/1022/2026,1022/2026,CVM/SRE/AUT/FIP/PRI/2026/078,False,287 FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,1043,"36.200.000,0000",False
04.845.753/0001-59,16.404.287/0001-55,01/04/2026,25447,ITAU BBA ASSESSORIA FINANCEIRA S.A,SUZANO S.A.,OPD Aut Profissional - com bookbuilding - EGEM ou EFRF,Debêntures,SRE/0698/2026,698/2026,CVM/SRE/AUT/DEB/PRI/2026/191,True,,True,Oferta Encerrada,PRIMARIA,1043,"179.000.000,0000",False
00.360.305/0001-04,09.021.992/0001-08,01/04/2026,25707,CAIXA ECONOMICA FEDERAL,Rede 7 S.A.,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Debêntures,SRE/0956/2026,956/2026,CVM/SRE/AUT/DEB/PRI/2026/190,True,,True,Oferta Encerrada,PRIMARIA,1043,"105.000.000,0000",False
62.232.889/0001-90,62.919.053/0001-68,01/04/2026,25788,BANCO DAYCOVAL S.A.,VALORA AGRO TERRAS FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS DO AGRONEGOCIO DE RESP LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIAGRO,SRE/1021/2026,1021/2026,CVM/SRE/AUT/FIA/PRI/2026/038,False,,True,Oferta Encerrada,PRIMARIA,1043,"60.000.000,0000",False
02.819.125/0001-73,02.998.611/0001-04,01/04/2026,25502,"UBS BB Corretora de Câmbio, Títulos e Valores Mobiliários S.A.",ISA ENERGIA BRASIL S.A.,OPD Aut Profissional - com bookbuilding - EGEM ou EFRF,Debêntures,SRE/0851/2026,851/2026,CVM/SRE/AUT/DEB/PRI/2026/188;CVM/SRE/AUT/DEB/PRI/2026/189,True,,True,Oferta Encerrada,PRIMARIA,1043,"1.000.000.000,0000",False
00.360.305/0001-04,45.453.214/0001-51,01/04/2026,25554,CAIXA ECONOMICA FEDERAL,PROFARMA DISTRIB PROD FARMACEUTICOS S.A.,OPD Aut Profissional - com bookbuilding,Notas Comerciais,SRE/0870/2026,870/2026,CVM/SRE/AUT/NOC/PRI/2026/058,True,,True,Oferta Encerrada,PRIMARIA,1043,"200.000.000,0000",False
36.864.992/0001-42,48.887.275/0001-15,01/04/2026,25735,MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,IFC II FICFI FINANCEIRO MULTIMERCADO CREDITO PRIVADO RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIF,SRE/1020/2026,1020/2026,CVM/SRE/AUT/FIF/PRI/2026/044,False,IFC II FICFI FINANCEIRO MULTIMERCADO CREDITO PRIVADO RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,1043,"67.500.000,0000",False
07.253.654/0001-76,08.769.451/0001-08,01/04/2026,25764,HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,RIZA SECURITIZADORA S.A.,OPD Aut Público em Geral ou Qualificado - sem bookbuilding,Certificados de Recebíveis Imobiliários,SRE/1019/2026,1019/2026,CVM/SRE/AUT/CRI/PRI/2026/192;CVM/SRE/AUT/CRI/PRI/2026/193,False,,True,Oferta Encerrada,PRIMARIA,1043,"365.000.000,0000",False
62.285.390/0001-40,64.756.178/0001-40,01/04/2026,25741,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,G5 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE INFRAESTRUTURA ALLOCATION,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/1018/2026,1018/2026,CVM/SRE/AUT/FDC/PRI/2026/498,False,G5 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE INFRAESTRUTURA ALLOCATION,True,Registro Concedido,PRIMARIA,1043,"20.000.000,0800",False
62.285.390/0001-40,28.194.817/0001-67,01/04/2026,25783,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,CREDVALE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/1017/2026,1017/2026,CVM/SRE/AUT/FDC/PRI/2026/497,False,CREDVALE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL,True,Registro Concedido,PRIMARIA,1043,"30.000.000,0000",False
04.845.753/0001-59,09.409.968/0001-40,01/04/2026,25782,ITAU BBA ASSESSORIA FINANCEIRA S.A,GIRASSOL AGRICOLA LTDA.,OPD Aut Profissional - sem bookbuilding - Emissor Não Registrado,Notas Comerciais,SRE/1016/2026,1016/2026,CVM/SRE/AUT/NOC/PRI/2026/057,False,,True,Oferta Encerrada,PRIMARIA,1043,"1.000.000,0000",False
62.285.390/0001-40,08.756.222/0001-40,01/04/2026,25770,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL TRADEMAX RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/1015/2026,1015/2026,CVM/SRE/AUT/FDC/PRI/2026/496,False,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL TRADEMAX RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,1043,"5.000.000,0000",False
59.281.253/0001-23,65.918.533/0001-00,01/04/2026,25780,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,JGP ECOSSISTEMA IV FIC DE FUNDOS INCENTIVADOS DE INVESTIMENTO EM INFRAESTRUTURA RF CP RL,OPD Aut Qualificado - sem bookbuilding,Cotas de FIF,SRE/1014/2026,1014/2026,CVM/SRE/AUT/FIF/PRI/2026/043,False,JGP ECOSSISTEMA IV FIC DE FUNDOS INCENTIVADOS DE INVESTIMENTO EM INFRAESTRUTURA RF CP RL,True,Registro Concedido,PRIMARIA,1043,"437.500.000,0000",False
58.160.789/0001-28,65.939.964/0001-45,01/04/2026,25781,BANCO SAFRA S/A,JS ESTRATÉGIA BOLSA AMERICANA FUNDO DE INV FINANCEIRO CLASSE DE INV MULTIMERCADO RESP LIMITADA,OPD Aut Qualificado - sem bookbuilding,Cotas de FIF,SRE/1013/2026,1013/2026,CVM/SRE/AUT/FIF/PRI/2026/042,False,JS ESTRATÉGIA BOLSA AMERICANA FUNDO DE INV FINANCEIRO CLASSE DE INV MULTIMERCADO RESP LIMITADA,True,Registro Concedido,PRIMARIA,1043,"100.000.000,0000",False
41.534.746/0001-62,41.534.746/0001-62,01/04/2026,25778,CERES SECURITIZADORA S.A.,CERES SECURITIZADORA S.A.,OPD Aut Profissional - sem bookbuilding,Certificados de Recebíveis do Agronegócio,SRE/1012/2026,1012/2026,CVM/SRE/AUT/CRA/PRI/2026/050;CVM/SRE/AUT/CRA/PRI/2026/051;CVM/SRE/AUT/CRA/PRI/2026/052;CVM/SRE/AUT/CRA/PRI/2026/053,False,,True,Registro Concedido,PRIMARIA,1043,"60.000.000,0000",False
59.281.253/0001-23,65.907.424/0001-80,01/04/2026,25777,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,RDP CRÉDITO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,OPD Aut Profissional - sem bookbuilding,Cotas de FIF,SRE/1011/2026,1011/2026,CVM/SRE/AUT/FIF/PRI/2026/041,False,RDP CRÉDITO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,True,Registro Concedido,PRIMARIA,1043,"10.000.000,0000",False
06.271.464/0001-19,33.050.071/0001-58,31/03/2026,25762,BANCO BRADESCO BBI S.A.,AMPLA ENERGIA E SERVIÇOS S.A.,OPD Aut Profissional - com bookbuilding,Debêntures,SRE/1010/2026,1010/2026,,False,,True,Aguardando Bookbuilding,PRIMARIA,1043,"1.800.000.000,0000",False
04.845.753/0001-59,65.796.061/0001-52,31/03/2026,25765,ITAU BBA ASSESSORIA FINANCEIRA S.A,ITAÚBA FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA RESPONSABILIDADE LIMITADA,OPD Aut Público em Geral ou Qualificado - sem bookbuilding,Cotas de FIP,SRE/1009/2026,1009/2026,CVM/SRE/AUT/FIP/PRI/2026/075;CVM/SRE/AUT/FIP/PRI/2026/076;CVM/SRE/AUT/FIP/PRI/2026/077,False,ITAÚBA FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,1043,"4.000.000.000,0000",False
50.290.187/0001-83,08.220.952/0001-22,31/03/2026,25774,MAX CAPITAL MARKETS LTDA.,RCS TECNOLOGIA S.A.,OPD Aut Profissional - sem bookbuilding - Emissor Não Registrado,Debêntures,SRE/1007/2026,1007/2026,CVM/SRE/AUT/DEB/PRI/2026/186;CVM/SRE/AUT/DEB/PRI/2026/187,False,,True,Oferta Encerrada,PRIMARIA,1043,"45.000.000,0000",False
62.285.390/0001-40,49.916.151/0001-83,31/03/2026,25759,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,ASA LONGO PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVEST EM DIREITOS CREDITÓRIOS RESP. LTDA,OPD Aut Público em Geral ou Qualificado - sem bookbuilding,Cotas de FIDC,SRE/1006/2026,1006/2026,CVM/SRE/AUT/FDC/PRI/2026/493;CVM/SRE/AUT/FDC/PRI/2026/494;CVM/SRE/AUT/FDC/PRI/2026/495,False,ASA LONGO PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVEST EM DIREITOS CREDITÓRIOS RESP. LTDA,True,Registro Concedido,PRIMARIA,1043,"110.000.000,0000",True
24.361.690/0001-72,27.326.160/0001-81,31/03/2026,25775,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,HB CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/1005/2026,1005/2026,CVM/SRE/AUT/FDC/PRI/2026/492,False,HB CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,True,Registro Concedido,PRIMARIA,1043,"10.000.000,0000",False
04.845.753/0001-59,08.110.543/0001-73,31/03/2026,25583,ITAU BBA ASSESSORIA FINANCEIRA S.A,DA MATA S.A. - ACUCAR E ALCOOL,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Debêntures,SRE/0831/2026,831/2026,CVM/SRE/AUT/DEB/PRI/2026/185,True,,True,Oferta Encerrada,PRIMARIA,1043,"125.000.000,0000",False
27.652.684/0001-62,59.535.572/0001-18,31/03/2026,25771,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,RIZA KAFE FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS DO AGRONEGOCIO - FIAGRO - RESP LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIAGRO,SRE/1004/2026,1004/2026,CVM/SRE/AUT/FIA/PRI/2026/037,False,,True,Registro Concedido,PRIMARIA,1043,"130.000.000,0000",False
13.673.855/0001-25,26.609.050/0001-64,31/03/2026,25767,OSLO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,TRAVESSIA SECURITIZADORA S.A.,OPD Aut Profissional - sem bookbuilding,Outros títulos de securitização,SRE/1003/2026,1003/2026,CVM/SRE/AUT/OTS/PRI/2026/057;CVM/SRE/AUT/OTS/PRI/2026/058;CVM/SRE/AUT/OTS/PRI/2026/059,False,,True,Registro Concedido,PRIMARIA,1043,"331.175.328,0000",False
02.332.886/0001-04,65.589.171/0001-43,31/03/2026,25768,XP INVESTIMENTOS CCTVM S.A.,XP CLUB DEAL II FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESP LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIF,SRE/1002/2026,1002/2026,CVM/SRE/AUT/FIF/PRI/2026/040,False,XP CLUB DEAL II FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESP LIMITADA,True,Registro Concedido,PRIMARIA,1043,"80.000.000,0000",False
04.845.753/0001-59,16.404.287/0001-55,31/03/2026,25513,ITAU BBA ASSESSORIA FINANCEIRA S.A,SUZANO S.A.,OPD Aut Profissional - com bookbuilding - EGEM ou EFRF,Cédula de Produto Rural Financeira,SRE/0767/2026,767/2026,CVM/SRE/AUT/CPR/PRI/2026/002;CVM/SRE/AUT/CPR/PRI/2026/003,True,,True,Oferta Encerrada,PRIMARIA,1043,"2.500.000.000,0000",True
58.160.789/0001-28,65.938.994/0001-37,31/03/2026,25766,BANCO SAFRA S/A,JS ESTRATÉGIA NVIDIA III FUNDO DE INVESTIMENTO FINANCEIRO CLASSE DE INV MULTIMERCADO RESP LIMITADA,OPD Aut Qualificado - sem bookbuilding,Cotas de FIF,SRE/1001/2026,1001/2026,CVM/SRE/AUT/FIF/PRI/2026/039,False,JS ESTRATÉGIA NVIDIA III FUNDO DE INVESTIMENTO FINANCEIRO CLASSE DE INV MULTIMERCADO RESP LIMITADA,True,Registro Concedido,PRIMARIA,1043,"50.000.000,0000",False
03.751.794/0001-13,65.787.196/0001-51,31/03/2026,25763,TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,THERAS NPL - ATIVOS IMOBILIÁRIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP. LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/1000/2026,1000/2026,CVM/SRE/AUT/FDC/PRI/2026/491,False,THERAS NPL - ATIVOS IMOBILIÁRIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP. LIMITADA,True,Registro Concedido,PRIMARIA,1043,"5.000.000,0000",False
39.669.186/0001-01,51.928.470/0001-50,31/03/2026,25761,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,CASHME I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/0999/2026,999/2026,CVM/SRE/AUT/FDC/PRI/2026/490,False,CASHME I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,1043,"100.000.000,0000",False
03.751.794/0001-13,65.787.196/0001-51,31/03/2026,25760,TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,THERAS NPL - ATIVOS IMOBILIARIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESP. LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/0998/2026,998/2026,CVM/SRE/AUT/FDC/PRI/2026/489,False,THERAS NPL - ATIVOS IMOBILIÁRIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP. LIMITADA,True,Registro Concedido,PRIMARIA,1043,"2.000.000,0000",False
10.753.164/0001-43,10.753.164/0001-43,31/03/2026,25693,ECO. SEC. DTOS. CREDIT. AGRONEGÓCIOS S/A,ECO. SEC. DTOS. CREDIT. AGRONEGÓCIOS S/A,OPD Aut Público em Geral ou Qualificado - com bookbuilding,Certificados de Recebíveis do Agronegócio,SRE/0939/2026,939/2026,CVM/SRE/AUT/CRA/PRI/2026/048;CVM/SRE/AUT/CRA/PRI/2026/049,True,,True,Registro Concedido,PRIMARIA,1043,"90.000.000,0000",False
36.113.876/0001-91,63.834.653/0001-96,31/03/2026,25758,OLIVEIRA TRUST DTVM S.A.,APOLLO CT FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS CREDITO CONSIGNADO PRIVADO - RESP LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/0997/2026,997/2026,CVM/SRE/AUT/FDC/PRI/2026/486;CVM/SRE/AUT/FDC/PRI/2026/487;CVM/SRE/AUT/FDC/PRI/2026/488,False,APOLLO CT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO CONSIGNADO PRIVADO - RESP LIMITADA,True,Registro Concedido,PRIMARIA,1043,"126.000.000,0000",False
18.313.996/0001-50,65.323.706/0001-30,31/03/2026,25703,TMF BRASIL SERVICOS DE ADMINISTRACAO DE FUNDOS LTDA,NATURAL CAPITAL INFRA II FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA - RESP LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIP,SRE/0996/2026,996/2026,CVM/SRE/AUT/FIP/PRI/2026/074,False,NATURAL CAPITAL INFRA II FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA - RESP LIMITADA,True,Registro Concedido,PRIMARIA,1043,"165.000.000,0000",False
59.281.253/0001-23,58.340.580/0001-46,31/03/2026,25737,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,CLASSE A DE COTAS DO CRESCERA GROWTH CAPITAL VI MASTER FI EM PARTICIPAÇÕES MULTI RESP LIMITADA - IS,OPD Aut Público em Geral ou Qualificado - sem bookbuilding,Cotas de FIP,SRE/0995/2026,995/2026,CVM/SRE/AUT/FIP/PRI/2026/073,False,CRESCERA GROWTH CAPITAL VI MASTER FI EM PARTICIPAÇÕES MULTIESTRATÉGIA RESPONSABILIDADE LIMITADA - IS,True,Registro Concedido,PRIMARIA,1043,"20.000.000,0000",False
62.285.390/0001-40,52.307.401/0001-92,31/03/2026,25738,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS HNDI FORNECEDORES - RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/0994/2026,994/2026,CVM/SRE/AUT/FDC/PRI/2026/485,False,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS HNDI FORNECEDORES - RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,1043,"25.000.000,0800",False
05.816.451/0001-15,10.608.405/0001-60,31/03/2026,25757,GENIAL INSTITUCIONAL CCTVM S.A.,BARI SECURITIZADORA S.A.,OPD Aut Profissional - sem bookbuilding,Certificados de Recebíveis Imobiliários,SRE/0993/2026,993/2026,CVM/SRE/AUT/CRI/PRI/2026/187;CVM/SRE/AUT/CRI/PRI/2026/188;CVM/SRE/AUT/CRI/PRI/2026/189;CVM/SRE/AUT/CRI/PRI/2026/190;CVM/SRE/AUT/CRI/PRI/2026/191,False,,True,Registro Concedido,PRIMARIA,1043,"183.000.000,0000",False
34.169.557/0001-72,63.679.664/0001-49,31/03/2026,25751,BANCO MERCANTIL DE INVESTIMENTOS S.A.,TD I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS DE RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/0992/2026,992/2026,CVM/SRE/AUT/FDC/PRI/2026/484,False,TD I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,1043,"100.000.414,3000",False
04.845.753/0001-59,54.414.102/0001-82,31/03/2026,25732,ITAU BBA ASSESSORIA FINANCEIRA S.A,LIQI SECURITIZADORA S.A.,OPD Aut Profissional - com bookbuilding,Outros títulos de securitização,SRE/0971/2026,971/2026,CVM/SRE/AUT/OTS/PRI/2026/055;CVM/SRE/AUT/OTS/PRI/2026/056,True,,True,Registro Concedido,PRIMARIA,1043,"280.000.000,0000",False
42.039.298/0001-93,63.597.816/0001-64,31/03/2026,25656,MF PEPPER SERVIÇOS FINANCEIROS LTDA.,FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO SUL VENTURES,OPD Aut Profissional - sem bookbuilding,Cotas de FIP,SRE/0991/2026,991/2026,CVM/SRE/AUT/FIP/PRI/2026/072,False,FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO SUL VENTURES,True,Registro Concedido,PRIMARIA,1043,"7.302.800,0000",False
62.285.390/0001-40,38.314.663/0001-53,31/03/2026,25734,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,EMUNAH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/0990/2026,990/2026,CVM/SRE/AUT/FDC/PRI/2026/483,False,EMUNAH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,True,Registro Concedido,PRIMARIA,1043,"15.000.000,0000",False
48.415.978/0001-40,48.415.978/0001-40,31/03/2026,25729,LEVERAGE COMPANHIA SECURITIZADORA,LEVERAGE COMPANHIA SECURITIZADORA,OPD Aut Profissional - sem bookbuilding,Certificados de Recebíveis Imobiliários,SRE/0989/2026,989/2026,CVM/SRE/AUT/CRI/PRI/2026/186,False,,True,Registro Concedido,PRIMARIA,1043,"40.000.000,0000",False
62.285.390/0001-40,17.468.142/0001-80,31/03/2026,25714,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,VALOREM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  MULTISETORIAL RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/0988/2026,988/2026,CVM/SRE/AUT/FDC/PRI/2026/482,False,VALOREM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  MULTISETORIAL RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,1043,"10.000.000,0000",False
